"Plug","Species","Reef","Colony","Temperature","Tank","Position","Dry_weight_plug","Wet_weight_plug","Initial_weight","Initial_day","Initial_notes","Final_weight","Final_day","Final_notes","Max_span","Time","Growth"
263,"Acropora hyacinthus","Kelso",15,30,"30°C/2",5,19.8767,10.0224496942504,39.4698480849129,0,NA,41.2778026303674,27,"","N",27,1.69651728370535
367,"Stylophora pistillata","Kelso",4,30,"30°C/2",6,19.4551,9.82078799916824,19.8251236386321,0,NA,22.0887600022684,27,"","N",27,4.22889588819577
118,"Stylophora pistillata","Kelso",2,30,"30°C/2",7,19.8932,10.0303420518615,37.5536125858322,0,NA,39.5990671312868,27,"","N",27,2.01731792339352
52,"Pocillopora verrucosa","Kelso",6,30,"30°C/2",11,19.2329,9.71450425000494,22.974616981178,0,NA,24.5278666961153,27,"","N",27,2.50397067629154
596,"Acropora tenuis","Kelso",2,30,"30°C/2",12,19.3116,9.75214840418654,6.80644459929418,0,NA,7.86057845756189,27,"","N",27,5.73603357540069
315,"Acropora hyacinthus","Kelso",6,30,"30°C/2",14,19.5256,9.85450989077946,52.7506903064185,0,NA,58.1256903064185,27,"","N",27,3.7738667099462
102,"Acropora tenuis","Kelso",6,30,"30°C/2",16,20.6377,10.3864547937701,10.0285697348335,0,NA,11.0325067427075,27,"","N",27,3.70769243537592
626,"Stylophora pistillata","Kelso",1,30,"30°C/2",17,18.3689,9.30123170600359,21.7875498927175,0,NA,22.9875498927175,27,"","N",27,2.0399009830518
90,"Pocillopora verrucosa","Kelso",5,30,"30°C/2",18,20.1783,10.1667124248879,24.9681524850694,0,NA,26.0459175933932,27,"","N",27,1.59872566695056
129,"Acropora hyacinthus","Kelso",7,30,"30°C/3",1,20.3196,10.2342997055214,49.1846718934747,0,NA,52.1164900752929,27,"","N",27,2.20771745353991
292,"Stylophora pistillata","Kelso",13,30,"30°C/3",3,19.3488,9.76994208316438,20.2637943186426,0,NA,20.6728852277335,27,"","N",27,0.747713627233967
41,"Acropora hyacinthus","Kelso",11,30,"30°C/3",4,18.9758,9.59152696868231,43.5789023121205,0,NA,46.7550386757569,27,"","N",27,2.69934931568853
28,"Stylophora pistillata","Kelso",8,30,"30°C/3",6,19.4812,9.83327227393495,54.7547119801774,0,NA,56.6092574347229,27,"","N",27,1.25444671705579
208,"Acropora tenuis","Kelso",7,30,"30°C/3",7,18.9115,9.56077069023406,11.2093403805139,0,NA,12.6148521915375,27,"","N",27,4.64398360954121
199,"Acropora hyacinthus","Kelso",10,30,"30°C/3",8,19.9091,10.0379474146504,46.6259387693217,13,"",47.5054842238672,27,"","N",14,0.685958758548891
568,"Acropora tenuis","Kelso",8,30,"30°C/3",9,19.424,9.80591210088301,7.50290298080599,0,NA,8.0550683351367,27,"","N",27,2.72568747473239
63,"Acropora tenuis","Kelso",13,30,"30°C/3",11,19.6742,9.92558894175007,8.80856181006387,13,"No obvious loss of branches, white tips but darker colour in the rest of the fragment",8.80856181006387,27,"","N",14,0
329,"Stylophora pistillata","Kelso",9,30,"30°C/3",12,18.529,9.3778114910668,30.0332413879996,0,NA,33.2241504789087,27,"","N",27,3.93503373994922
93,"Pocillopora verrucosa","Kelso",13,30,"30°C/3",15,19.2573,9.72617537277534,26.902641085339,0,NA,29.9774415414393,27,"","N",27,4.23309733839285
7,"Pocillopora verrucosa","Kelso",11,30,"30°C/3",17,20.3688,10.2578332809437,16.9940840815145,0,NA,19.5141524965658,27,"","N",27,5.49225640972612
285,"Pocillopora verrucosa","Kelso",10,30,"30°C/3",18,19.3394,9.76544583094955,28.3461006784266,0,NA,30.8661690934779,27,"","N",27,3.29272333725809
361,"Stylophora pistillata","Kelso",4,31,"31°C/1",1,18.5854,9.38054021386833,19.3076175985409,0,NA,19.49852668945,9,"Sampled because it was white with some algae","Y",9,0.359554912712546
187,"Stylophora pistillata","Kelso",3,31,"31°C/1",3,19.4252,9.82309690648358,37.4915538914084,0,NA,37.7097357095902,9,"Sampled because it was white with some algae","Y",9,0.211617910543274
310,"Acropora tenuis","Kelso",11,31,"31°C/1",4,19.3008,9.75754075911356,10.3613983361289,0,NA,10.6458471550265,13,"Sampled because it was dead/dying","Y",13,0.998281610156118
269,"Acropora hyacinthus","Kelso",15,31,"31°C/1",5,19.8192,10.0307265050671,29.4123591229678,0,NA,30.0964500320587,27,"Sampled due to bleaching and tissue necrosis","Y",27,0.861430401783554
594,"Acropora tenuis","Kelso",2,31,"31°C/1",6,19.1121,9.65809988283767,8.87128956611808,0,NA,9.23939980233855,28,"","N",28,1.4819484870545
200,"Acropora hyacinthus","Kelso",10,31,"31°C/1",7,19.7853,10.0128619279301,56.912151943069,0,NA,57.449651943069,15,"Sampled on 26/05/21 because it was completely white","Y",15,0.3434320066654
317,"Acropora hyacinthus","Kelso",6,31,"31°C/1",9,19.3176,9.76639400088057,48.1483020411517,0,NA,49.3698929502426,13,"Sampled because it was dead/dying","Y",13,0.922597178304216
4,"Pocillopora verrucosa","Kelso",11,31,"31°C/1",12,19.1534,9.67986410218157,10.2706828939197,0,NA,11.3959964629049,28,"","N",28,3.91305726561684
109,"Acropora tenuis","Kelso",6,31,"31°C/1",13,20.3407,10.305545884918,11.385405507519,0,NA,11.8037125941332,28,"","N",28,1.31216571933102
58,"Pocillopora verrucosa","Kelso",6,31,"31°C/1",14,20.2863,10.2768782449106,21.13231384216,0,NA,22.1149820291611,28,"","N",28,1.66074063895839
142,"Pocillopora verrucosa","Kelso",8,31,"31°C/1",15,19.4022,9.8109763969216,26.5621924837845,0,NA,27.1644729854948,28,"","N",28,0.809798284963072
629,"Stylophora pistillata","Kelso",1,31,"31°C/1",16,19.1249,9.66484520989825,22.6231494275502,0,NA,22.7867857911866,9,"Sampled because it was white","Y",9,0.263023202945123
126,"Acropora hyacinthus","Kelso",7,31,"31°C/2",1,18.7409,9.46248539808084,47.2389918048322,0,NA,47.3367190775595,17,"Sampled due to bleaching and algal growth","Y",17,0.075228510865484
83,"Pocillopora verrucosa","Kelso",5,31,"31°C/2",2,18.6483,9.41368717262696,20.5509405131682,0,NA,21.1215220411044,28,"","N",28,0.991580492335513
563,"Acropora tenuis","Kelso",8,31,"31°C/2",3,18.9111,9.5521771688395,7.62627835922525,0,NA,7.81033347733549,23,"Sampled due to bleaching and algal growth","Y",23,0.877611997696182
25,"Acropora hyacinthus","Kelso",14,31,"31°C/2",4,18.2168,9.18629587367068,37.3499178900182,0,NA,37.9851451627455,29,"sampled due to bleaching and tissue loss","Y",29,0.586464173207404
350,"Acropora tenuis","Kelso",1,31,"31°C/2",5,18.8462,9.51797625272765,10.1598822542943,0,NA,10.2770082385463,13,"Sampled because it was dead/dying","Y",13,0.419210242153286
111,"Stylophora pistillata","Kelso",2,31,"31°C/2",7,19.7339,9.98577522395241,29.2206130255843,0,NA,29.3842493892207,9,"Sampled because it was dead/dying","Y",9,0.203637521838803
39,"Stylophora pistillata","Kelso",8,31,"31°C/2",8,18.9413,9.56809192487305,43.7233856594371,0,NA,43.9142947503462,7,"Sampled on 18/05/21 because it was dead/dying","Y",7,0.158774272751957
333,"Acropora tenuis","Kelso",4,31,"31°C/2",9,19.6218,9.92670091430467,8.58918154102564,0,NA,8.78996894260045,13,"Sampled because it was dead/dying","Y",13,0.850064703184008
357,"Acropora hyacinthus","Kelso",5,31,"31°C/2",11,19.3109,9.7628632437473,53.5405546044166,0,NA,55.0064636953257,14,"Sampled on 25/05/21 because it was completely white","Y",14,0.995615109290815
327,"Stylophora pistillata","Kelso",9,31,"31°C/2",12,18.8224,9.50543416022438,40.3488159266608,0,NA,40.621543199388,7,"Sampled on 18/05/21 because it was dead/dying","Y",7,0.245790493330131
220,"Pocillopora verrucosa","Kelso",12,31,"31°C/2",14,18.6062,9.39150137034177,23.2012692077821,0,NA,23.7243022750569,28,"","N",28,0.805117695733897
222,"Pocillopora verrucosa","Kelso",9,31,"31°C/2",16,19.071,9.63644105922909,17.2657319585765,0,NA,18.0423568160451,28,"","N",28,1.60645387748382
161,"Stylophora pistillata","Kelso",7,31,"31°C/3",3,19.295,9.75448428278924,47.2241337742112,0,NA,47.3604974105748,7,"Sampled on 18/05/21 because it was dead/dying","Y",7,0.105003041657875
283,"Pocillopora verrucosa","Kelso",10,31,"31°C/3",4,18.8693,9.53014946015729,29.4798087233539,0,NA,30.2564335808225,28,"","N",28,0.940867775389558
67,"Acropora tenuis","Kelso",13,31,"31°C/3",5,18.7658,9.47560716712838,8.97585414948992,0,NA,9.04278328334819,7,"","Y",7,0.27114819884786
297,"Stylophora pistillata","Kelso",13,31,"31°C/3",6,18.3131,9.23704392022802,21.5535165811963,0,NA,21.6626074902872,10,"Sampled because it was dying and was unlikely to make it through the weekend","Y",10,0.184050808313157
95,"Pocillopora verrucosa","Kelso",13,31,"31°C/3",7,20.4749,10.3762664233188,31.2452561819691,0,NA,33.6702276756977,28,"","N",28,2.7718167606512
176,"Acropora hyacinthus","Kelso",2,31,"31°C/3",9,18.951,9.57320361803615,45.6718459573234,0,NA,46.4048005027779,10,"Sampled because it was white and was unlikely to make it throught the weekend","Y",10,0.583573797014647
156,"Pocillopora verrucosa","Kelso",4,31,"31°C/3",13,17.8462,8.99099757611982,22.1084531005627,0,NA,22.980174879354,28,"","N",28,1.40819081866594
49,"Acropora hyacinthus","Kelso",11,31,"31°C/3",14,18.7507,9.4676497891116,37.1478476213865,0,NA,38.4671658032047,24,"Sampled due to bleaching and algal growth","Y",24,1.29146665778693
209,"Acropora tenuis","Kelso",7,31,"31°C/3",16,17.9918,9.06772567143392,10.3108920851991,0,NA,10.8630574395299,28,"","N",28,1.9125591717136
17,"Acropora tenuis","Kelso",5,31,"31°C/3",17,19.3392,9.77777674029531,7.58344443060825,0,NA,7.68383813139565,27,"Sampled due to bleaching and algal growth","Y",27,0.490316141744297
231,"Stylophora pistillata","Kelso",5,31,"31°C/3",18,19.7421,9.9900964491006,46.7179187751802,0,NA,46.8542824115438,9,"Sampled because it was white with a patch of algae","Y",9,0.106140808836388
