"date","depth2m","depth6m","depth8m"
2004-10-07,NA,NA,24.956125
2005-10-07,26.786075,NA,26.6841145833333
2006-10-07,24.1355104166667,NA,24.0540833333333
2007-10-07,24.9932541666667,NA,24.8504458333333
2008-10-07,25.5433125,NA,NA
2009-10-07,24.9312625,NA,NA
2010-10-07,26.7201388888889,NA,26.7057638888889
2011-10-07,24.9584483958333,NA,NA
2012-10-07,25.3488725347222,NA,NA
2013-10-07,26.2545934583333,NA,26.2619999652778
2014-10-07,24.9061081666667,NA,24.1793351875
2018-10-07,24.9749244652778,NA,24.8116241041667
2019-10-07,24.6823043055556,NA,24.6698399166667
1995-11-07,NA,NA,26.2752083333333
1996-11-07,26.16625,NA,25.8520833333333
1997-11-07,26.0391666666667,NA,25.8179166666667
1998-11-07,26.683125,NA,26.1439583333333
1999-11-07,26.4270833333333,NA,26.2089361702128
2000-11-07,26.700875,NA,26.5848958333333
2001-11-07,27.1134791666667,NA,27.1377916666667
2002-11-07,25.6644791666667,NA,25.7066875
2003-11-07,25.3170416666667,NA,25.2016666666667
2004-11-07,NA,NA,26.6183958333333
2005-11-07,28.6758083333333,NA,28.3801770833333
2006-11-07,25.4045666666667,NA,25.2517375
2007-11-07,26.46495625,NA,26.404225
2008-11-07,26.4101166666667,NA,NA
2009-11-07,25.0481791666667,NA,NA
2010-11-07,26.699375,NA,26.7551388888889
2011-11-07,26.3463648055556,NA,NA
2012-11-07,26.5468749791667,NA,NA
2013-11-07,26.5135137083333,NA,26.5552507222222
2014-11-07,26.1691137847222,NA,25.3902978125
2018-11-07,26.2325166180556,NA,26.4236276944444
2019-11-07,26.0557209236111,NA,26.0944190972222
1995-12-07,NA,NA,28.0689583333333
1996-12-07,27.918125,NA,27.63
1997-12-07,27.96125,NA,27.8477083333333
1998-12-07,28.543125,NA,28.3622916666667
1999-12-07,26.1814583333333,NA,26.07375
2000-12-07,26.8254166666667,NA,26.6953541666667
2001-12-07,28.3085416666667,NA,28.4391041666667
2002-12-07,27.0242978723404,NA,27.1040416666667
2003-12-07,27.0991666666667,NA,27.0449375
2004-12-07,NA,NA,27.3649791666667
2005-12-07,29.7847041666667,NA,29.6894270833333
2006-12-07,26.72764375,NA,26.53828125
2007-12-07,27.6844291666667,NA,27.6232020833333
2008-12-07,28.1605395833333,NA,NA
2009-12-07,26.0474833333333,NA,NA
2010-12-07,27.9099305555556,NA,27.9182638888889
2011-12-07,28.2221232638889,NA,NA
2012-12-07,27.6079310069444,NA,27.4578159236111
2013-12-07,27.9179167152778,NA,27.9361976319444
2014-12-07,27.4635604722222,NA,26.7505032361111
2018-12-07,26.6007772291667,NA,26.5986868611111
2019-12-07,27.5358546180556,NA,27.4170886666667
1996-01-08,NA,NA,28.31375
1997-01-08,28.2402083333333,NA,28.075
1998-01-08,27.8429166666667,NA,27.8341666666667
1999-01-08,28.6085416666667,NA,28.39
2000-01-08,28.2933333333333,NA,28.014375
2001-01-08,27.2904791666667,NA,27.2322708333333
2002-01-08,29.6762083333333,NA,29.7821666666667
2003-01-08,27.8174583333333,NA,27.8892708333333
2004-01-08,28.9275833333333,NA,28.929125
2005-01-08,29.7596520833333,NA,29.5461166666667
2006-01-08,30.4916979166667,NA,30.4104375
2007-01-08,28.1923104166667,NA,28.0090125
2008-01-08,27.9606770833333,NA,27.9371729166667
2009-01-08,28.2700770833333,NA,NA
2010-01-08,29.2242361111111,NA,29.1401388888889
2011-01-08,29.1023720694444,NA,29.0271347083333
2012-01-08,28.556626,NA,NA
2013-01-08,28.320497375,NA,27.9562454444444
2014-01-08,28.9232627986111,NA,28.9022245
2015-01-08,27.9984050972222,NA,27.5369855
2019-01-08,28.2351117361111,NA,28.1578949027778
2020-01-08,28.1663540347222,NA,28.1139216458333
1996-02-08,NA,NA,28.8258333333333
1997-02-08,27.6058333333333,NA,27.5275
1998-02-08,29.7639583333333,NA,29.6058333333333
1999-02-08,29.44,NA,29.2983333333333
2000-02-08,27.59,NA,27.50625
2001-02-08,27.9931875,NA,27.9995416666667
2002-02-08,29.5666666666667,NA,29.760625
2003-02-08,28.8402291666667,NA,28.8421458333333
2004-02-08,28.5459791666667,NA,28.5354166666667
2005-02-08,31.2020916666667,NA,31.0750875
2006-02-08,31.08030625,NA,30.9050625
2007-02-08,27.5392479166667,NA,27.3236979166667
2008-02-08,29.20736875,NA,28.8189875
2009-02-08,27.1624604166667,NA,NA
2010-02-08,29.3461805555556,NA,29.0979166666667
2011-02-08,28.8844291666667,NA,28.7003345486111
2012-02-08,29.0251896458333,NA,NA
2013-02-08,27.9901960416667,NA,27.6806229097222
2014-02-08,28.2294917569444,NA,28.2808812916667
2015-02-08,28.3359595069444,NA,28.1056577152778
2019-02-08,28.03273175,NA,27.9594944583333
2020-02-08,29.4101807777778,NA,29.0270777361111
1996-03-08,NA,NA,28.0089583333333
1998-03-08,28.68125,NA,28.6014583333333
1999-03-08,29.274375,NA,29.136875
2000-03-08,27.903125,NA,27.755
2001-03-08,28.5470625,NA,28.4951875
2002-03-08,28.8009375,NA,29.0738333333333
2003-03-08,28.0731458333333,NA,28.1190416666667
2004-03-08,28.9922916666667,NA,28.9505625
2005-03-08,30.5494083333333,NA,30.4434458333333
2006-03-08,30.64701875,NA,30.5073604166667
2007-03-08,28.0657270833333,NA,27.79545
2008-03-08,27.2180208333333,NA,27.2333854166667
2009-03-08,27.3138479166667,NA,NA
2010-03-08,30.1688888888889,NA,29.66125
2011-03-08,28.0800638263889,NA,28.0693953125
2012-03-08,28.4998842708333,NA,NA
2013-03-08,29.1010588541667,NA,28.7324404583333
2014-03-08,28.1307469097222,NA,28.1643968472222
2015-03-08,29.2774449583333,NA,28.9305404236111
2018-03-08,NA,NA,28.0822442916667
2019-03-08,28.0115969305556,NA,27.9767919513889
2020-03-08,29.0892649375,NA,28.9358662847222
1996-04-08,NA,NA,27.6254166666667
1998-04-08,28.08875,NA,28.0325
1999-04-08,28.0345833333333,NA,28.1408333333333
2000-04-08,27.1227083333333,NA,27.0739583333333
2001-04-08,27.6280833333333,NA,27.592
2002-04-08,27.481375,NA,27.7581458333333
2003-04-08,27.99125,NA,28.2017083333333
2004-04-08,27.4944375,NA,27.529375
2005-04-08,29.75795625,NA,29.58831875
2006-04-08,29.67350625,NA,29.6513979166667
2007-04-08,27.1957541666667,NA,26.8921854166667
2008-04-08,26.73079375,NA,26.7166416666667
2009-04-08,26.8749041666667,NA,NA
2010-04-08,27.6363888888889,NA,27.6177777777778
2011-04-08,26.8495202638889,NA,26.8078600208333
2012-04-08,27.7116527638889,NA,NA
2013-04-08,27.7891130625,NA,27.7435315277778
2014-04-08,27.8534458194444,NA,27.871699125
2015-04-08,28.7934217638889,NA,28.5464669305556
2018-04-08,NA,NA,27.4436254166667
2019-04-08,27.5135379652778,NA,27.4696759444444
2020-04-08,27.8181159166667,NA,27.7758906319444
1996-05-08,NA,NA,27.4795833333333
1998-05-08,27.3691666666667,NA,26.8375
1999-05-08,25.3641666666667,NA,25.4210416666667
2000-05-08,25.9664583333333,NA,25.9997916666667
2001-05-08,26.9227708333333,NA,26.875625
2002-05-08,26.089125,NA,26.3740833333333
2003-05-08,25.8849375,NA,25.8940208333333
2004-05-08,26.1526458333333,NA,26.1802291666667
2005-05-08,27.6950833333333,NA,27.6474604166667
2006-05-08,27.5936604166667,NA,27.6098458333333
2007-05-08,26.3601104166667,NA,26.0009729166667
2008-05-08,25.3283541666667,NA,25.3518708333333
2009-05-08,25.55685,NA,NA
2010-05-08,26.7027777777778,NA,26.7148611111111
2011-05-08,26.0236889305556,NA,25.9999583333333
2012-05-08,26.3006979375,NA,NA
2013-05-08,26.4736426180556,NA,26.5012599583333
2014-05-08,26.8769144444444,NA,26.9043587916667
2015-05-08,27.4310040347222,NA,27.2081256041667
2018-05-08,26.2605342083333,NA,26.2420385555556
2019-05-08,26.4982315277778,NA,26.5558251527778
2020-05-08,26.6806585208333,NA,26.6280718125
1996-06-08,NA,NA,25.2295833333333
1998-06-08,25.8772916666667,NA,25.2947916666667
1999-06-08,24.899375,NA,25.01625
2000-06-08,23.481875,NA,23.5370833333333
2001-06-08,25.0936666666667,NA,25.0625
2002-06-08,25.2222083333333,NA,25.4871458333333
2003-06-08,25.5653333333333,NA,25.5542916666667
2004-06-08,25.001875,NA,25.0373260869565
2005-06-08,26.295075,NA,26.23879375
2006-06-08,25.2948416666667,NA,25.31765625
2007-06-08,25.1316645833333,NA,24.7779854166667
2008-06-08,24.1865458333333,NA,24.190275
2009-06-08,24.4578625,NA,NA
2010-06-08,25.6022222222222,NA,25.5704166666667
2011-06-08,24.2959375277778,NA,24.29680675
2012-06-08,23.9612296319444,NA,NA
2013-06-08,24.8465976597222,NA,24.8882425833333
2014-06-08,24.6822570208333,NA,24.5849266388889
2015-06-08,NA,NA,NA
2018-06-08,24.0016792361111,NA,23.9548065069444
